,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.location,tags.generator:solar:tracking,other_tags,geometry,Country
18483,11091085590,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.4116660999998 16.378108),TH
18484,11091085591,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.41326359999981 16.376042500000068),TH
18485,11091085592,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.40549289999981 16.37427480000007),TH
18486,11091085593,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.40630639999982 16.37173460000007),TH
18487,11091085594,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.40917749999981 16.370304600000072),TH
18488,11091085595,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.41442629999982 16.37310660000007),TH
18489,11091085596,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.41814629999982 16.37660760000007),TH
18490,11091085597,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.42031739999982 16.37504740000007),TH
18491,11091085598,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.42280229999982 16.37413010000007),TH
18492,11091085599,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.42630939999981 16.37382580000007),TH
18493,11091085600,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.4289836999998 16.37307330000007),TH
18494,11091085601,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.4314553999998 16.37205460000007),TH
18495,11091085602,node,TH,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V136-3.45"", ""tags.rotor:diameter"": ""136"", ""tags.height:hub"": ""162"" }",POINT (104.43394909999981 16.371010500000068),TH
18496,11091161919,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55965659999978 15.611957600000082),TH
18497,11091161920,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55893409999979 15.608803200000082),TH
18498,11091161921,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.5542138999998 15.607971700000082),TH
18499,11091161922,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.5485470999998 15.609098),TH
18500,11091161923,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.54564219999979 15.608948600000081),TH
18501,11091161924,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.54002969999979 15.60404),TH
18502,11091161925,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53678229999979 15.60132890000008),TH
18503,11091161926,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53348339999978 15.60350830000008),TH
18504,11091161927,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.52960229999978 15.60410910000008),TH
18505,11091161928,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53104889999977 15.60022060000008),TH
18506,11091161929,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.52724549999978 15.60038420000008),TH
18507,11091161975,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55144989999978 15.602809800000077),TH
18508,11091177536,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.52680529999974 15.593772100000075),TH
18509,11091177537,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53200739999974 15.587999800000075),TH
18510,11091177538,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53626909999974 15.587183300000074),TH
18511,11091177539,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53909499999975 15.585766500000075),TH
18512,11091177540,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53450669999975 15.583608600000074),TH
18513,11091177541,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53115429999976 15.584588500000075),TH
18514,11091177542,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53054049999976 15.581803500000076),TH
18515,11091177543,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.53374799999976 15.581343900000077),TH
18516,11091187292,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.51917209999976 15.602810500000077),TH
18517,11091187293,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.52037259999976 15.596252200000077),TH
18518,11091187294,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.51610269999976 15.596879800000076),TH
18519,11091187295,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.51602129999976 15.599812200000077),TH
18520,11091187296,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.51134469999977 15.596985),TH
18521,11091187297,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.50768949999977 15.598637200000077),TH
18522,11091188475,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55238819999977 15.625025700000078),TH
18523,11091188476,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55418189999976 15.622277400000078),TH
18524,11091188477,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55798239999976 15.621147500000077),TH
18525,11091188478,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.55946359999976 15.624676700000077),TH
18526,11091188479,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.56343939999977 15.625197900000076),TH
18527,11091188480,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Goldwind"", ""tags.rotor:diameter"": ""121"", ""tags.model"": ""GW121"", ""tags.height:hub"": ""120"" }",POINT (101.56909699999977 15.625276400000077),TH
18528,11091235363,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.42334659999976 15.490240900000071),TH
18529,11091235364,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.41726659999976 15.484988200000071),TH
18530,11091235373,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.41530169999976 15.48128910000007),TH
18531,11091235374,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.41192939999976 15.477252900000071),TH
18532,11091235375,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.42318449999976 15.477490200000071),TH
18533,11091235376,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.41711649999976 15.474696200000071),TH
18534,11091235383,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.41192809999976 15.472487600000068),TH
18535,11091235384,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.40842689999975 15.466560700000068),TH
18536,11091235385,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.40555879999975 15.462405700000067),TH
18537,11091243032,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.41253279999977 15.463529800000066),TH
18538,11091243046,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4161602 15.469484),TH
18539,11091307079,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4535462 15.5021977),TH
18540,11091307080,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.448616 15.4977496),TH
18541,11091307081,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4470563 15.4945895),TH
18542,11091307082,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4469866 15.4898912),TH
18543,11091307083,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4456516 15.4861),TH
18544,11091307084,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4495292 15.4838226),TH
18545,11091307085,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4433279 15.4814678),TH
18546,11091307091,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4455444 15.4774282),TH
18547,11091323585,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4102231 15.4575237),TH
18548,11091323586,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4035322 15.4566268),TH
18549,11091323587,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4167294 15.4588959),TH
18550,11091323588,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.42324079999999 15.4585724),TH
18551,11091323589,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4162349 15.4538815),TH
18552,11091323590,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4181617 15.4497632),TH
18553,11091323591,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4064063 15.4518194),TH
18554,11091323592,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4065807 15.4448977),TH
18555,11091323593,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.4001869 15.4527506),TH
18556,11091329547,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.45091260000002 15.5094806),TH
18557,11091329548,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.45114470000003 15.5145859),TH
18558,11091329549,node,TH,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.manufacturer:type"": ""SG 2.5-126"", ""tags.rotor:diameter"": ""126"", ""tags.height:hub"": ""153"" }",POINT (101.45154 15.5182807),TH
18559,11093002507,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.33313639999994 7.9244733),TH
18560,11093002508,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.33203019999995 7.9149657),TH
18561,11093002509,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.32315789999996 7.9182111),TH
18562,11093002510,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.33647329999995 7.9133325),TH
18563,11093002511,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.32948939999996 7.9081844),TH
18564,11093002512,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.338136 7.8995698),TH
18565,11093002513,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.33248339999996 7.890889),TH
18566,11093002514,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.341803 7.8897364),TH
18567,11093002515,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.33365129999996 7.8869542),TH
18568,11093002531,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.name"": ""WTG 60"", ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.34540739999996 7.866681899999989),TH
18569,11093002532,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.33962249999996 7.863979699999989),TH
18570,11093002533,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.34747669999996 7.861477599999989),TH
18571,11093029283,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.35073019999996 7.806891899999989),TH
18572,11093029284,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.35602579999995 7.804942),TH
18573,11093048790,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.347273 7.846483699999987),TH
18574,11093048791,node,TH,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.manufacturer:type"": ""V110"", ""tags.rotor:diameter"": ""110"", ""tags.height:hub"": ""137"" }",POINT (100.351093 7.842530199999987),TH
